1349308855000,15.0
1349312455000,36.0
1349316054000,42.0
1349319654000,41.0
1349323254000,44.0
1349326854000,45.0
1349330454000,48.0
1349402451000,36.0
1349740840000,18.0
1349744440000,19.0
1349751639000,25.0
1349766039000,27.0
1349769639000,43.0
1349773239000,41.0
1349776839000,45.0
1349827236000,20.0
1349830838000,38.0
1349834437000,43.0
1349838037000,46.0
1349848836000,47.0
1349852436000,59.0
1349856036000,55.0
1349859636000,55.0
1349917234000,36.0
1349920834000,40.0
1349924433000,41.0
1349928034000,38.0
1349931633000,43.0
1349935233000,47.0
1349946033000,54.0
1349949633000,47.0
1350003631000,19.0
1350007231000,34.0
1350010830000,43.0
1350014433000,47.0
1350018030000,46.0
1350021630000,46.0
1350025230000,50.0
1350028830000,49.0
1350032430000,46.0
1350036030000,45.0
1350039630000,39.0
1350043230000,39.0
1350046830000,47.0
1350050430000,42.0
1350054028000,45.0
1350086429000,27.0
1350093629000,30.0
1350100828000,38.0
1350104428000,47.0
1350108028000,51.0
1350111628000,50.0
1350115227000,59.0
1350118827000,57.0
1350122427000,55.0
1350126027000,44.0
1350129627000,49.0
1350133227000,48.0
1350136827000,49.0
1350140427000,53.0
1350176426000,39.0
1350183625000,40.0
1350187225000,42.0
1350190825000,44.0
1350194425000,42.0
1350198025000,48.0
1350201625000,46.0
1350259223000,35.0
1350262823000,42.0
1350266423000,41.0
1350270023000,43.0
1350273622000,44.0
1350277222000,49.0
1350457216000,23.0
1350460816000,40.0
1350464416000,43.0
1350468016000,44.0
1350518415000,14.0
1350522013000,33.0
1350525614000,38.0
1350529214000,40.0
1350532813000,44.0
1350536413000,47.0
1350540013000,45.0
1350543613000,41.0
1350547213000,42.0
1350550813000,48.0
1350554413000,49.0
1350558013000,44.0
1350637209000,21.0
1350640810000,40.0
1350644410000,40.0
1350691208000,22.0
1350694808000,37.0
1350698408000,42.0
1350702008000,45.0
1350705607000,41.0
1350709208000,47.0
1350712808000,45.0
1350716408000,46.0
1350720006000,44.0
1350781205000,35.0
1350784804000,40.0
1350788405000,42.0
1350792005000,43.0
1350795605000,45.0
1350799205000,47.0
1350802805000,46.0
1350806404000,51.0
1350810004000,47.0
1350813604000,50.0
1350817204000,51.0
1350867602000,31.0
1350885602000,24.0
1350889204000,39.0
1350950399000,19.0
1350953999000,41.0
1350957599000,43.0
1350961199000,46.0
1350964799000,43.0
1350968399000,43.0
1350971999000,40.0
1350975599000,43.0
1350979199000,42.0
1350982799000,42.0
1351036796000,16.0
1351040396000,31.0
1351043996000,43.0
1351047596000,42.0
1351051196000,42.0
1351054796000,46.0
1351058396000,44.0
1351061996000,46.0
1351123194000,22.0
1351126794000,34.0
1351130394000,41.0
1351133993000,41.0
1351137593000,38.0
1351141193000,42.0
1351144793000,40.0
1351148393000,39.0
1351151993000,39.0
1351155593000,47.0
1351299588000,17.0
1351303187000,36.0
1351306788000,45.0
1351310388000,47.0
1351403985000,44.0
1351407585000,39.0
1351414785000,41.0
1351472383000,38.0
1351475983000,40.0
1351479583000,40.0
1351483182000,40.0
1351486782000,44.0
1351490382000,44.0
1351493982000,45.0
1351497583000,47.0
1351501182000,47.0
1351504783000,43.0
1351508381000,41.0
1351511982000,38.0
1351573179000,35.0
1351576779000,42.0
1351580379000,39.0
1351583979000,46.0
1351587579000,40.0
1351663176000,23.0
1351666776000,39.0
1351670376000,40.0
1351673976000,48.0
1351745973000,39.0
1351756774000,41.0
1351817971000,31.0
1351821571000,37.0
1351825171000,50.0
1351828771000,53.0
1351832370000,47.0
1351835970000,48.0
1351843170000,49.0
1351846770000,46.0
1351904368000,28.0
1351907967000,40.0
1351911568000,40.0
1351915168000,42.0
1351918768000,41.0
1351922367000,41.0
1351925966000,42.0
1351929567000,42.0
1351933167000,46.0
1352073562000,7.0
1352077162000,30.0
1352080762000,38.0
1352084362000,37.0
1352087962000,43.0
1352091561000,42.0
1352159959000,9.0
1352163559000,30.0
1352167159000,40.0
1352170759000,41.0
1352174358000,39.0
1352602743000,33.0
1352606343000,35.0
1352609943000,37.0
1352613542000,37.0
1352617142000,41.0
1352620742000,40.0
1352624342000,42.0
1352692738000,11.0
1352696340000,37.0
1352699939000,40.0
1352703539000,39.0
1352707139000,38.0
1352710739000,41.0
1352714339000,35.0
1352768337000,22.0
1352771937000,34.0
1352775537000,38.0
1352779137000,37.0
1352854734000,17.0
1352858334000,38.0
1352861934000,43.0
1352865534000,43.0
1352869134000,42.0
1352951930000,10.0
1352959130000,40.0
1352962730000,39.0
1352966330000,39.0
1352969930000,40.0
1352973530000,38.0
1353113925000,34.0
1353117525000,44.0
1353121124000,49.0
1353124724000,51.0
1353128324000,47.0
1353131924000,51.0
1353135524000,44.0
1353139124000,42.0
1353142724000,44.0
1353200322000,26.0
1353203922000,38.0
1353207522000,38.0
1353211121000,36.0
1353214721000,38.0
1353218321000,43.0
1353221921000,43.0
1353225521000,38.0
1353229121000,45.0
1353232721000,38.0
1353236320000,35.0
1353293918000,18.0
1353304718000,38.0
1353308318000,41.0
1353311917000,40.0
1353315518000,39.0
1353319117000,39.0
1353322717000,40.0
1353326317000,37.0
1353329917000,36.0
1353333517000,41.0
1353337117000,37.0
1353340717000,40.0
1353344317000,37.0
1353373116000,19.0
1353376715000,32.0
1353380316000,38.0
1353383915000,40.0
1353387515000,34.0
1353391115000,34.0
1353394715000,32.0
1353398315000,41.0
1353401914000,36.0
1353661108000,14.0
1353733103000,19.0
1353736702000,35.0
1353740302000,39.0
1353743902000,40.0
1353891497000,29.0
1353895097000,35.0
1353898693000,40.0
1353898697000,40.0
1353902296000,36.0
1353905896000,39.0
1353909496000,39.0
1353913096000,38.0
1353916696000,37.0
1353920295000,36.0
1353985093000,6.0
1353988693000,29.0
1353992294000,37.0
1353995893000,33.0
1353999493000,40.0
1354003093000,42.0
1354006693000,40.0
1354010293000,39.0
1354013892000,36.0
1354017492000,39.0
1354021092000,44.0
1354064291000,29.0
1354067891000,39.0
1354071490000,41.0
1354075090000,39.0
1354078690000,39.0
1354082290000,40.0
1354085890000,39.0
1354089490000,42.0
1354093090000,43.0
1354154288000,20.0
1354157887000,40.0
1354161488000,42.0
1354165087000,39.0
1354168688000,40.0
1354172288000,41.0
1354175888000,44.0
1354237085000,13.0
1354240685000,39.0
1354244284000,38.0
1354247887000,37.0
1354251484000,40.0
1354255084000,40.0
1354258684000,40.0
1354262283000,40.0
1354265885000,41.0
1354269484000,39.0
1354273084000,45.0
1354323482000,21.0
1354327081000,37.0
1354330682000,37.0
1354409879000,5.0
1354413478000,28.0
1354417078000,37.0
