1349142037000,17.0
1349145636000,21.0
1349424508000,18.0
1349481625000,17.0
1349482586000,23.0
1349483546000,29.0
1349484266000,35.0
1349485466000,43.0
1349487386000,46.0
1349489306000,47.0
1349491225000,48.0
1349492425000,54.0
1349494345000,56.0
1349495545000,49.0
1349497465000,52.0
1349499385000,47.0
1349501305000,47.0
1349503225000,48.0
1349505145000,50.0
1349507065000,46.0
1349508985000,47.0
1349510665000,54.0
1349512825000,58.0
1349514745000,53.0
1349516185000,59.0
1349518105000,65.0
1349519785000,59.0
1349521465000,53.0
1349523385000,52.0
1349525784000,49.0
1349569223000,25.0
1349570185000,31.0
1349571383000,37.0
1349573303000,36.0
1349574503000,45.0
1349575463000,51.0
1349577383000,51.0
1349579303000,54.0
1349581223000,59.0
1349583143000,60.0
1349585063000,60.0
1349586982000,60.0
1349588902000,52.0
1349590822000,50.0
1349592743000,47.0
1349594422000,53.0
1349596342000,57.0
1349598262000,59.0
1349599462000,52.0
1349601382000,58.0
1349602582000,52.0
1349604502000,54.0
1349606904000,54.0
1349611462000,47.0
1349771777000,22.0
1349789536000,22.0
1349792656000,22.0
1349793616000,28.0
1349794096000,35.0
1349796016000,36.0
1349797936000,36.0
1349799856000,39.0
1349801775000,41.0
1349803696000,43.0
1349805616000,46.0
1349807536000,44.0
1349809455000,44.0
1349811375000,48.0
1349813295000,47.0
1349815215000,44.0
1349816895000,50.0
1349819055000,48.0
1349820975000,47.0
1349824095000,43.0
1349852174000,30.0
1349853615000,36.0
1349855534000,40.0
1349857454000,38.0
1349859375000,41.0
1349860334000,47.0
1349861774000,53.0
1349863694000,54.0
1349864414000,45.0
1349865614000,51.0
1349867534000,51.0
1349869454000,50.0
1349871374000,48.0
1349873294000,43.0
1349876414000,45.0
1349913852000,23.0
1349915053000,31.0
1349916252000,39.0
1349916972000,46.0
1349918892000,51.0
1349920814000,53.0
1349922492000,60.0
1349924412000,57.0
1349926092000,51.0
1349928012000,53.0
1349929212000,47.0
1349930892000,53.0
1349935452000,45.0
1349938571000,43.0
1349940491000,45.0
1349942411000,50.0
1349944331000,49.0
1349946251000,53.0
1349948171000,54.0
1349950090000,51.0
1349952011000,47.0
1349953211000,53.0
1349955131000,54.0
1349957051000,48.0
1349958971000,51.0
1349960891000,46.0
1349962811000,46.0
1349964731000,46.0
1349966651000,45.0
1349968570000,46.0
1349970490000,46.0
1349974090000,41.0
1350087127000,16.0
1350088327000,22.0
1350089047000,29.0
1350090007000,35.0
1350091927000,40.0
1350092647000,46.0
1350094567000,47.0
1350096487000,47.0
1350097451000,41.0
1350099127000,47.0
1350101047000,52.0
1350103686000,45.0
1350105607000,45.0
1350117126000,29.0
1350119046000,33.0
